api_full_name,status,rounds,repair_model_used,signature_found,param_count,required_param_count,supported_param_count,stage3_preview_ready,errors,warnings,stage3_preview_reasons,json_path
tensorflow.keras.losses.kullback_leibler_divergence,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.losses.kullback_leibler_divergence.json
tensorflow.keras.losses.logcosh,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.losses.logcosh.json
tensorflow.keras.losses.poisson,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'y_true' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,info2json/results/tensorflow/tensorflow.keras.losses.poisson.json
tensorflow.keras.losses.squared_hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.losses.squared_hinge.json
tensorflow.keras.losses.tversky,pass,1,deterministic,False,5,3,5,True,,,,info2json/results/tensorflow/tensorflow.keras.losses.tversky.json
tensorflow.keras.metrics.KLD,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.KLD.json
tensorflow.keras.metrics.MAE,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.MAE.json
tensorflow.keras.metrics.MSE,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.MSE.json
tensorflow.keras.metrics.binary_crossentropy,pass_with_warnings,1,deterministic,True,5,4,5,False,,required param 'y_true' missing type | required param 'y_pred' missing type | required param 'axis' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size | required param 'y_pred' unresolved: unhandled chosen type: the predicted values. shape = `[batch_size | required param 'axis' unresolved: unhandled chosen type: the axis along which the mean is computed. defaults to `-1`.,required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size | required param 'y_pred' unresolved: unhandled chosen type: the predicted values. shape = `[batch_size | required param 'axis' unresolved: unhandled chosen type: the axis along which the mean is computed. defaults to `-1`.,info2json/results/tensorflow/tensorflow.keras.metrics.binary_crossentropy.json
tensorflow.keras.metrics.binary_focal_crossentropy,pass_with_warnings,1,deterministic,True,8,4,8,False,,required param 'y_true' missing type | required param 'y_pred' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values | required param 'y_pred' unresolved: unhandled chosen type: the predicted values,required param 'y_true' unresolved: unhandled chosen type: ground truth values | required param 'y_pred' unresolved: unhandled chosen type: the predicted values,info2json/results/tensorflow/tensorflow.keras.metrics.binary_focal_crossentropy.json
tensorflow.keras.metrics.categorical_crossentropy,pass_with_warnings,1,deterministic,True,5,4,5,False,,required param 'axis' missing type | stage3 preview not ready: required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,info2json/results/tensorflow/tensorflow.keras.metrics.categorical_crossentropy.json
tensorflow.keras.metrics.categorical_focal_crossentropy,pass_with_warnings,1,deterministic,True,7,6,7,False,,required param 'gamma' missing type | required param 'axis' missing type | stage3 preview not ready: required param 'gamma' unresolved: unhandled chosen type: a focusing parameter | required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,required param 'gamma' unresolved: unhandled chosen type: a focusing parameter | required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,info2json/results/tensorflow/tensorflow.keras.metrics.categorical_focal_crossentropy.json
tensorflow.keras.metrics.categorical_hinge,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'y_pred' missing type | stage3 preview not ready: required param 'y_pred' unresolved: unhandled chosen type: the predicted values with shape = `[batch_size,required param 'y_pred' unresolved: unhandled chosen type: the predicted values with shape = `[batch_size,info2json/results/tensorflow/tensorflow.keras.metrics.categorical_hinge.json
tensorflow.keras.metrics.concordance_correlation,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.concordance_correlation.json
tensorflow.keras.metrics.hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.hinge.json
tensorflow.keras.metrics.huber,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.huber.json
tensorflow.keras.metrics.kullback_leibler_divergence,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.kullback_leibler_divergence.json
tensorflow.keras.metrics.logcosh,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.logcosh.json
tensorflow.keras.metrics.pearson_correlation,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.pearson_correlation.json
tensorflow.keras.metrics.poisson,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'y_true' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,info2json/results/tensorflow/tensorflow.keras.metrics.poisson.json
tensorflow.keras.metrics.sparse_top_k_categorical_accuracy,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.sparse_top_k_categorical_accuracy.json
tensorflow.keras.metrics.squared_hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.metrics.squared_hinge.json
tensorflow.keras.ops.absolute,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.absolute.json
tensorflow.keras.ops.adaptive_average_pool,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.adaptive_average_pool.json
tensorflow.keras.ops.adaptive_max_pool,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.adaptive_max_pool.json
tensorflow.keras.ops.add,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.add.json
tensorflow.keras.ops.all,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.all.json
tensorflow.keras.ops.angle,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.angle.json
tensorflow.keras.ops.any,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.any.json
tensorflow.keras.ops.append,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.append.json
tensorflow.keras.ops.arccos,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.arccos.json
tensorflow.keras.ops.arccosh,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.arccosh.json
tensorflow.keras.ops.arcsin,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.arcsin.json
tensorflow.keras.ops.arcsinh,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.arcsinh.json
tensorflow.keras.ops.arctan,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.arctan.json
tensorflow.keras.ops.arctan2,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.arctan2.json
tensorflow.keras.ops.arctanh,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.arctanh.json
tensorflow.keras.ops.argmax,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.argmax.json
tensorflow.keras.ops.argmin,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.argmin.json
tensorflow.keras.ops.argsort,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.argsort.json
tensorflow.keras.ops.array,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.array.json
tensorflow.keras.ops.array_split,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'axis' missing type | stage3 preview not ready: required param 'axis' unresolved: unhandled chosen type: the axis along which to split. defaults to 0.,required param 'axis' unresolved: unhandled chosen type: the axis along which to split. defaults to 0.,info2json/results/tensorflow/tensorflow.keras.ops.array_split.json
tensorflow.keras.ops.average_pool,pass,1,deterministic,False,5,5,5,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.average_pool.json
tensorflow.keras.ops.bartlett,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bartlett.json
tensorflow.keras.ops.binary_crossentropy,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.binary_crossentropy.json
tensorflow.keras.ops.bincount,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bincount.json
tensorflow.keras.ops.bitwise_and,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bitwise_and.json
tensorflow.keras.ops.bitwise_invert,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bitwise_invert.json
tensorflow.keras.ops.bitwise_left_shift,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bitwise_left_shift.json
tensorflow.keras.ops.bitwise_not,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bitwise_not.json
tensorflow.keras.ops.bitwise_or,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bitwise_or.json
tensorflow.keras.ops.bitwise_right_shift,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bitwise_right_shift.json
tensorflow.keras.ops.bitwise_xor,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.bitwise_xor.json
tensorflow.keras.ops.blackman,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.blackman.json
tensorflow.keras.ops.broadcast_to,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.broadcast_to.json
tensorflow.keras.ops.cast,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.cast.json
tensorflow.keras.ops.categorical_crossentropy,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.categorical_crossentropy.json
tensorflow.keras.ops.cbrt,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.cbrt.json
tensorflow.keras.ops.ceil,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.ceil.json
tensorflow.keras.ops.celu,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.celu.json
tensorflow.keras.ops.cholesky,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.cholesky.json
tensorflow.keras.ops.cholesky_inverse,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.cholesky_inverse.json
tensorflow.keras.ops.concatenate,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.concatenate.json
tensorflow.keras.ops.conjugate,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.conjugate.json
tensorflow.keras.ops.conv,pass,1,deterministic,False,6,6,6,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.conv.json
tensorflow.keras.ops.conv_transpose,pass,1,deterministic,False,7,6,7,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.conv_transpose.json
tensorflow.keras.ops.convert_to_numpy,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.convert_to_numpy.json
tensorflow.keras.ops.corrcoef,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.corrcoef.json
tensorflow.keras.ops.correlate,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.correlate.json
tensorflow.keras.ops.cos,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.cos.json
